,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose
,1COV.XETRA,ADS.XETRA,AIR.XETRA,ALV.XETRA,BAS.XETRA,BAYN.XETRA,BEI.XETRA,BMW.XETRA,BNR.XETRA,CON.XETRA,DB1.XETRA,DBK.XETRA,DPW.XETRA,DTE.XETRA,DTG.XETRA,EOAN.XETRA,FME.XETRA,FRE.XETRA,HEI.XETRA,HEN3.XETRA,HFG.XETRA,HNR1.XETRA,IFX.XETRA,LIN.XETRA,MBG.XETRA,MRK.XETRA,MTX.XETRA,MUV2.XETRA,PAH3.XETRA,PUM.XETRA,QIA.XETRA,RWE.XETRA,SAP.XETRA,SHL.XETRA,SIE.XETRA,SRT3.XETRA,SY1.XETRA,VNA.XETRA,VOW3.XETRA,ZAL.XETRA
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,65.172,182.447,88.7234,140.8553,61.4326,72.8476,83.2759,66.599,42.6269,192.6743,96.6993,10.6496,29.1506,10.4103,,7.073,72.6047,54.9829,67.7106,92.6378,13.7,93.9626,20.9154,107.7447,43.1828,70.3683,126.6567,147.8834,50.5082,37.5747,26.01,16.8778,76.5643,29.5861,79.6299,111.3722,60.2482,30.9459,130.7477,44.0
2018-03-27,66.2297,183.5341,90.9509,143.052,62.7018,73.9142,84.1231,67.0679,43.2514,195.8945,100.0307,10.7715,29.52,10.5526,,7.1011,74.4884,56.2991,69.3257,93.579,13.73,95.281,21.5585,,43.8023,71.5348,128.6565,148.1644,51.4862,37.2889,26.51,17.0407,78.2251,30.5864,80.7563,112.0621,60.5333,31.5732,132.201,44.65
2018-03-28,64.635,182.3998,89.8228,143.7267,61.729,73.8491,87.0883,66.8725,42.957,194.2844,99.5805,10.6592,29.3269,10.6095,,7.2182,75.0919,56.7069,69.2041,95.4613,13.21,96.6874,20.6946,,43.6902,73.3411,127.2281,150.5321,50.9972,36.8603,26.31,17.3022,77.8929,30.5582,81.153,110.6823,61.4265,31.6844,130.9674,43.58
2018-03-29,64.9767,185.8975,89.5647,143.8836,62.679,74.7366,88.5901,68.8968,43.0908,200.6353,99.5805,10.7829,29.8222,10.7721,,7.2342,75.8783,57.5225,69.2736,95.775,13.28,97.4785,20.8674,,45.4497,73.2846,130.2755,151.5755,53.2371,37.7652,26.25,17.1993,78.4004,31.3706,82.1208,111.865,62.1107,31.9623,136.3582,44.28
2018-04-03,64.6513,184.6213,89.4213,143.8836,62.2382,73.8247,87.0883,69.3111,42.3771,197.8624,99.6255,10.6268,29.3605,10.6745,,7.2575,75.3846,56.6883,68.7178,93.9375,12.86,97.8301,20.4354,,45.1795,72.6449,126.8472,151.1341,53.2687,37.7175,25.71,17.1007,77.7361,32.324,80.915,111.6679,60.9514,31.9067,137.2031,43.99
2018-04-04,64.1631,186.9846,88.7234,143.3501,62.3294,74.4272,88.282,68.3185,42.0559,195.6261,99.2654,10.6325,29.2933,10.6623,,7.2302,73.9764,56.6698,68.2142,94.6546,12.78,97.6543,19.8211,,44.883,73.4728,125.2282,152.0169,52.4169,37.2413,25.47,17.1307,77.5608,32.8969,80.2328,110.0909,60.2292,31.6844,136.4595,43.16
2018-04-05,66.1158,193.0346,90.731,147.0218,64.1458,76.6826,90.1112,69.3267,43.0284,199.2936,101.4262,11.1009,30.326,10.9387,,7.2695,76.0978,59.2651,70.2982,96.8955,12.86,99.3243,20.5026,,45.8715,75.9187,129.9898,155.4682,53.7577,38.67,26.26,17.2336,79.9597,32.7325,83.0569,115.7088,61.8066,31.9544,141.2082,44.52
2018-04-06,65.2208,192.562,90.1861,146.4412,63.8342,76.2185,89.5143,69.5377,42.9213,199.2041,101.0211,10.8077,30.2085,10.9347,,7.2334,75.8235,58.746,69.7945,96.268,12.9,99.4122,20.3298,,45.4333,75.7306,129.5136,154.1439,53.1582,38.8129,25.81,17.2422,79.7844,31.953,82.8982,116.2136,62.0917,31.9623,139.4169,44.32
2018-04-09,64.2933,191.5221,90.2817,147.0374,63.4846,76.0719,89.7261,69.0453,43.1622,198.6674,103.4521,10.9334,30.1413,10.9875,,7.2021,76.1161,59.3207,70.4024,95.9095,12.8,100.2033,20.4066,,45.1691,75.8811,130.2755,155.107,52.7166,38.67,25.71,17.3279,80.6148,30.5253,83.2949,120.3712,62.1487,32.0179,138.7916,44.47
2018-04-10,66.1972,194.2635,91.1134,147.8691,63.8722,79.6707,89.3025,70.3349,43.2425,204.2133,103.0919,10.8839,30.6618,11.02,,7.1468,76.3904,59.2836,70.5065,94.9888,13.1,99.9396,20.5314,,45.7185,75.8999,132.3705,155.8695,55.0984,39.0034,25.98,17.225,80.744,31.0748,83.5328,123.8358,61.0084,31.7876,144.9766,44.28
2018-04-11,64.3746,195.2089,88.5036,146.2529,63.0666,78.9786,88.8212,70.2412,42.6894,201.5298,100.4358,10.9391,30.242,11.2599,,7.1003,75.0188,58.0231,68.9436,94.0772,13.05,99.3243,20.4546,,45.3777,75.5236,130.8468,153.0202,55.6032,39.051,25.78,17.2422,80.1258,31.0419,82.4064,122.7469,60.1531,31.605,146.3117,44.19
2018-04-12,65.2696,198.8011,88.9146,147.9946,63.8038,80.2,89.1292,70.2881,42.734,201.5298,97.9598,11.1085,30.5107,11.2761,,7.1805,75.6223,59.3207,68.7699,94.6241,13.07,99.9396,20.9346,,45.5307,76.1445,130.6531,153.3413,57.9851,41.194,26.44,17.748,80.9562,30.4784,83.0727,123.5389,60.1722,31.6526,149.2183,44.66
2018-04-13,65.1557,199.0847,87.452,148.6065,63.933,80.3221,89.6876,71.3823,43.0373,201.2615,98.1849,11.139,30.6199,11.3412,,7.2101,75.7503,59.3763,69.2215,93.986,13.2,100.2912,20.7522,,45.6559,76.6149,131.7185,153.5821,57.922,41.8806,26.54,17.8767,81.1685,30.5535,83.1838,126.1126,61.3695,32.2561,149.7929,44.03
2018-04-16,65.7246,199.1792,87.9088,148.6536,63.9862,79.7766,89.187,70.8586,42.9213,198.7569,98.6351,11.0438,30.6283,11.2761,,7.219,75.4943,59.228,68.9957,94.0772,13.53,100.0275,20.733,111.0244,45.4194,76.2386,131.2343,154.2643,56.7389,40.7036,26.41,17.7995,80.458,30.6005,82.6602,127.8944,61.4645,31.9544,145.4498,43.21
2018-04-17,67.699,201.5425,90.4649,150.7248,64.8451,81.975,89.8224,71.2963,43.2514,203.0505,99.4454,11.1028,31.2412,11.4184,,7.2406,77.5426,60.9891,69.6209,95.4901,13.68,101.2581,21.2609,112.7339,45.8993,76.4456,133.2681,156.0702,57.433,40.5565,26.71,18.0739,81.6206,30.995,83.8184,126.1126,63.4982,32.1926,147.6467,44.2
2018-04-18,68.6863,202.0152,91.9131,150.7248,65.3695,81.6656,89.5914,70.968,43.4923,194.8211,99.9406,11.1638,31.7029,11.3778,,7.312,77.6157,61.3228,70.5934,95.9004,13.36,102.3128,21.0017,,45.3638,76.803,134.043,157.1136,57.086,40.5565,26.72,18.5969,81.6944,31.2767,84.1357,127.3005,63.5932,32.407,147.3256,43.55
2018-04-19,68.4687,198.9902,91.6118,151.1484,65.4151,81.0956,88.9945,71.0306,43.1979,198.7569,100.5709,11.1257,31.6442,11.3452,,7.247,77.762,61.1374,71.0449,95.6269,11.95,102.5765,20.5602,,45.3429,77.1417,132.7839,156.3912,56.9282,40.5565,26.6,18.7512,80.9286,31.0325,85.3733,126.2116,63.7452,32.1211,146.4131,42.92
2018-04-20,67.8496,200.5972,91.4951,151.8388,65.8863,80.6071,88.9367,71.14,43.0195,196.9679,100.4358,11.019,31.6609,11.4184,,7.1684,77.6157,60.8964,70.6802,94.8064,12.15,102.6644,20.2531,,45.2873,77.1605,133.4618,157.1537,56.6443,39.7228,26.64,18.3139,79.8306,30.7132,85.9127,125.7166,63.7452,32.0258,144.5711,43.44
2018-04-23,67.699,200.1245,93.4875,153.0627,66.1599,80.4361,88.4553,71.2807,43.1087,199.4725,100.1657,11.1257,31.9044,11.5566,,7.0962,74.3604,60.8223,70.9407,93.8948,12.21,103.6313,20.541,,45.4472,77.4051,134.5272,159.7221,56.3604,40.9979,26.95,18.2368,80.4119,30.0745,86.0555,125.8156,63.5932,31.9544,143.1685,43.67
2018-04-24,66.9294,193.6018,93.9735,152.8744,65.6659,79.7684,89.0137,71.226,43.2693,202.156,100.706,11.5941,31.7785,11.4753,,7.1179,75.6955,59.228,69.9508,93.2567,12.0,103.5434,20.3682,114.0439,45.3151,76.5584,135.8831,159.682,56.455,40.0661,26.84,18.4254,83.2353,29.6237,84.3103,123.7368,63.9163,31.8908,143.3374,43.6
2018-04-25,65.0553,191.2385,92.2824,151.6348,64.161,79.3613,88.8982,69.7722,42.1987,198.4885,99.0403,11.4151,31.1464,11.455,,7.0497,74.1227,58.5977,69.9508,93.6214,11.7,101.7855,20.3778,,45.2108,76.1069,134.2367,158.5985,55.7136,39.5757,26.39,18.1081,82.248,29.5861,83.1521,119.7773,62.6049,31.6208,141.1068,42.49
2018-04-26,62.328,191.9948,92.8655,153.094,64.2978,79.2555,90.1205,70.6476,42.3771,201.0826,101.0661,11.2666,31.0771,11.6542,,7.1468,76.1344,58.4865,70.385,94.9432,11.6,101.6976,20.6946,118.4105,45.2247,76.8595,135.6894,158.5565,56.5181,39.5267,27.0,18.3139,83.346,29.68,83.0886,124.7267,63.2701,32.3276,144.8584,42.58
2018-04-27,63.5494,193.3182,94.0804,152.5919,65.4151,79.8987,91.4398,71.5151,42.3503,199.8303,100.751,10.8877,31.2416,11.8208,,7.1307,76.7013,57.8191,70.3329,96.0371,11.9,102.6644,20.685,120.5938,45.6489,77.9131,136.2706,159.3117,56.0607,39.5267,27.26,17.8102,84.9053,29.7599,83.6756,123.7368,64.1253,32.6611,145.9399,42.75
2018-04-30,63.2148,192.751,94.5858,154.1296,65.6051,80.8351,91.11,72.2733,42.3949,201.4918,100.5259,10.821,31.259,11.7842,,7.2759,77.0671,58.709,70.5586,96.0827,11.79,102.4886,20.4258,116.701,45.5516,77.5788,138.4981,159.3956,55.8398,39.6738,27.29,17.8777,85.2744,30.3234,83.8026,126.5085,63.7642,33.0423,145.1963,42.75
2018-05-02,64.2187,195.8706,95.2953,156.2322,66.3347,81.1119,90.9354,72.7579,42.9659,206.4107,104.8476,10.8915,31.5187,11.8249,,7.3898,79.2617,60.3959,71.5833,94.9888,11.7,102.4007,21.3377,,46.2818,77.9609,143.3407,161.4096,56.8651,39.4776,27.45,18.0621,86.5938,31.1452,85.8016,126.5085,64.3344,33.2726,150.266,43.35
2018-05-03,63.9845,182.5416,95.3536,154.8043,65.2023,81.3969,91.2846,72.031,42.6983,205.2265,103.9923,10.7715,31.5274,11.6786,,7.4499,76.171,59.7841,71.8785,95.4446,11.5,102.8402,21.2609,,46.1288,78.0182,144.2124,160.8642,56.1238,39.2324,28.05,18.0441,86.6861,31.0701,85.3415,125.5186,64.0113,32.407,148.7451,43.35
2018-05-04,62.3614,182.1634,95.9659,156.1224,66.0307,82.952,91.498,71.562,42.8678,206.684,104.8026,10.9676,31.6486,11.7883,,7.5927,76.7562,60.0807,72.9378,95.6269,11.25,103.1918,21.8176,119.8506,46.2331,78.8014,144.0187,159.3956,56.0764,38.0554,28.53,18.17,88.0609,31.3143,86.5791,126.1126,63.5742,32.5579,149.2983,44.09
2018-05-07,63.7837,184.3849,97.5793,157.6914,67.5045,83.1311,91.6532,71.562,42.841,207.8681,104.9827,10.9733,32.1681,11.8412,,7.6368,77.378,61.2115,72.66,96.265,11.43,104.2466,22.5759,120.6031,46.4765,78.9543,147.118,161.2418,56.4708,38.8401,28.85,18.251,88.5776,31.0889,87.0233,127.3994,64.5055,32.8279,152.3237,43.65
2018-05-08,64.0179,183.0142,97.3266,157.1422,67.6937,82.838,94.1754,71.859,43.6886,207.686,103.9923,10.9048,29.9082,11.7924,,7.648,77.7255,62.3053,72.2432,96.4017,11.32,103.522,22.6239,,46.6086,79.279,149.2487,160.3187,56.2657,38.8891,29.2,17.8597,89.0482,31.2439,87.4993,128.4883,67.3373,32.7485,150.1627,45.07
2018-05-09,65.0051,179.9419,96.2769,155.7615,67.8907,83.18,94.4277,71.8747,45.3212,206.2285,104.0823,10.9867,29.5531,11.6257,,7.6416,77.634,62.3794,72.9031,94.9888,11.3,102.9786,22.9599,,46.6643,78.4003,149.055,161.5355,55.5717,38.742,29.18,17.9676,89.2604,30.995,90.9104,128.6863,67.7744,32.3355,147.6387,43.81
2018-05-10,64.9884,182.6734,96.792,156.9877,68.868,83.5708,94.6023,72.1873,45.2677,204.4067,104.4875,11.0476,29.4579,11.6338,,7.847,78.1278,62.435,72.0324,95.1255,11.2,103.0692,22.9503,,46.7268,79.6229,150.1204,160.3607,55.477,40.3603,29.33,18.224,89.9985,31.2016,91.9417,128.5873,67.6984,32.3684,148.3302,43.42
2018-05-11,65.2394,181.6671,96.6657,156.5789,68.4661,83.1311,94.1948,72.0466,44.661,202.8582,105.0727,11.0857,29.8129,11.6013,,7.7335,77.6889,61.7306,71.0552,95.0799,11.4,102.888,22.9983,,46.6295,79.5847,148.6676,161.5355,55.3351,40.6055,29.4,18.0621,89.8878,31.5585,91.6243,127.6964,67.3753,32.4012,148.9353,43.58
2018-05-14,65.8752,181.2358,94.2942,155.6797,68.3794,83.5057,94.3112,71.7731,44.2328,202.8582,103.9023,10.92,29.7523,11.5607,,7.6781,78.2924,62.194,70.4866,95.9459,12.2,101.8918,23.1614,122.5356,46.4834,81.2276,146.5368,160.6124,55.0511,40.8998,29.58,17.9811,89.3619,31.8966,91.6085,128.2904,67.7364,32.3355,148.1055,44.12
2018-05-15,65.6577,181.0441,93.4001,157.1675,69.0651,83.0497,94.2918,72.0388,44.3398,201.8562,104.8927,10.7391,29.4319,11.5078,,7.6979,78.1095,62.2867,70.7354,95.2622,12.1,103.0692,23.1326,,46.5252,76.127,146.8274,162.4585,55.3824,40.8998,29.71,18.197,88.1163,32.1173,92.1638,128.1914,67.5844,32.2617,150.0071,43.24
2018-05-16,66.0091,185.8362,93.2251,154.9113,69.8138,84.2547,94.5441,72.031,44.8751,202.2205,103.6321,10.4516,29.6917,11.5038,,7.6681,78.0912,62.5648,70.9663,95.7636,12.1,102.5258,23.2286,126.2333,46.5043,77.2159,147.3117,161.032,55.172,44.3326,29.64,17.9631,88.7345,31.7463,92.7984,128.6863,68.0215,32.0072,148.9699,43.81
2018-05-17,66.9796,187.13,95.2856,156.7915,70.066,85.0852,95.2231,72.922,45.3747,206.0463,104.3681,10.4954,29.6137,11.4956,,7.7609,80.9259,64.0293,72.0147,95.3534,11.94,103.2503,23.3822,123.4461,47.1511,82.1827,148.9581,162.4166,55.5765,45.2644,29.73,18.134,89.4542,31.4317,93.2585,131.854,68.3679,32.1304,150.4221,45.25
2018-05-18,66.4609,186.9383,95.2175,156.5462,70.1212,84.9713,95.1843,72.3259,45.6781,204.0423,102.6202,10.2917,29.4839,11.4573,,7.8097,80.093,64.0849,71.4816,97.0399,12.02,103.3409,23.0366,,46.8729,81.1894,149.6361,162.6264,55.5118,47.0789,30.0,18.098,89.735,32.0657,93.2426,133.9328,68.0215,32.3437,149.6268,45.47
2018-05-22,66.0927,187.3696,97.968,157.5926,70.7753,85.5249,95.6888,74.1714,45.5888,205.4087,102.2062,10.4383,29.6397,11.534,,7.799,79.8894,64.1945,72.0502,98.0882,12.15,104.2466,23.1038,,47.5544,80.6927,152.6385,163.2977,56.3531,47.177,30.35,17.9181,89.9784,32.0422,93.4489,135.6156,68.1177,32.4586,152.6522,45.98
2018-05-23,64.7542,185.7403,96.2866,154.4045,69.1596,83.6522,95.5724,72.677,44.9108,204.0423,101.3323,10.3755,29.3107,11.5212,,7.7112,79.3896,63.07,70.9308,97.678,11.9,102.5258,22.7007,,46.6504,79.451,153.5102,158.8502,55.2044,46.1471,30.45,17.8507,90.2687,31.4646,92.2907,136.2095,67.0594,32.1714,148.4685,45.48
2018-05-24,64.5868,185.309,95.5383,153.0311,68.6552,83.0171,95.4559,71.4521,44.7859,201.674,101.4243,9.8785,28.947,11.3465,,7.6102,79.2045,62.7888,70.1845,97.1766,11.49,102.1635,22.7967,124.2544,45.3568,79.9476,154.285,157.9691,53.5379,46.1471,30.68,17.6348,90.6619,31.3941,91.1166,139.0802,66.7708,31.5969,144.6998,44.92
2018-05-25,65.7414,185.7882,95.5091,153.309,69.0729,83.6522,96.2708,71.4113,44.7324,204.0423,102.7122,9.992,28.9643,11.3934,,7.5903,80.204,63.5198,70.0602,98.3617,11.53,102.3446,22.8543,124.1522,45.2525,81.5332,155.6409,158.0111,53.8615,48.3049,31.09,17.6933,91.5887,31.3706,91.6561,138.5853,67.348,32.2945,147.0682,45.0
2018-05-28,66.2601,187.4655,94.508,152.0011,68.2769,83.5434,96.2708,71.2235,44.6967,203.8602,103.3562,9.9016,29.0423,11.3295,,7.5903,80.204,62.7888,69.2073,98.5896,11.5,102.254,22.8063,,44.6614,81.5141,156.6094,157.7174,53.5056,47.8145,31.2,17.8237,90.4746,31.6477,90.4979,137.4964,67.5982,32.2945,144.4923,45.07
2018-05-29,64.6705,184.3506,94.6344,147.3905,67.2129,82.7315,96.2902,70.2926,43.9205,197.8482,102.8962,9.4464,28.618,11.2144,,7.5207,79.8153,62.8638,67.8214,98.0426,11.5,99.7181,22.6527,,43.9451,81.4377,156.0283,151.8853,52.0656,47.1279,31.1,17.3874,89.2482,31.7229,89.5618,129.9732,66.9824,32.5817,140.4815,44.64
2018-05-30,64.8378,188.6635,93.886,147.554,67.7331,85.9624,96.1932,70.3905,44.0722,199.4878,103.9541,9.4897,28.7998,11.3593,,7.5654,80.7964,63.3136,67.3594,98.3161,11.72,99.8086,22.8831,,43.7225,84.6471,155.1567,152.137,52.1465,47.6674,31.63,17.8102,90.044,31.3237,89.8315,127.2015,67.0209,33.4763,141.8818,44.94
2018-05-31,65.2059,185.5486,94.6344,144.186,66.4011,85.2593,95.3201,69.7209,44.0187,197.7571,105.2421,8.8113,28.1157,11.2656,,7.5124,79.0564,61.6268,67.3416,96.3106,12.03,97.8161,22.5471,124.0871,42.895,83.4245,156.6094,147.9413,51.0301,50.904,31.06,17.4459,90.1938,31.9389,88.4512,124.0338,66.8285,33.1234,139.1158,45.55
2018-06-01,66.0927,185.1174,96.5879,146.8674,66.9371,86.5149,95.1067,70.1292,44.8394,199.0324,105.61,9.0548,28.5573,11.2741,,7.4611,78.5566,62.0579,68.4077,95.718,11.95,99.2652,22.6623,,43.1384,84.3987,155.7378,151.7594,51.1434,50.806,31.25,17.293,91.1206,31.4082,89.6411,120.7672,67.6944,32.7459,140.153,45.39
2018-06-04,66.3605,186.9383,96.792,147.881,67.008,85.9792,95.4559,70.3905,44.429,199.3967,107.6339,9.1741,28.7652,11.3593,,7.4859,78.9268,62.1141,68.9763,96.2194,12.57,100.1709,22.7871,,43.2288,81.2467,156.3189,152.4727,50.9816,50.904,31.35,17.6483,91.5512,31.9718,89.7522,123.7368,68.137,33.2465,140.2049,45.52
2018-06-05,65.6577,188.2322,96.2672,146.8183,67.2681,84.6232,95.5529,70.709,44.6253,201.674,109.1518,9.0644,28.5314,11.4147,,7.4255,80.056,62.4702,69.1184,97.4501,12.7,99.2652,23.4014,,43.2566,80.4634,155.5441,150.8364,51.0625,51.4925,31.06,17.5134,92.6841,32.7232,89.7998,123.2419,67.9638,33.3286,140.2568,45.94
2018-06-06,66.0927,194.9411,97.1127,146.0989,67.4966,84.5449,94.2918,71.0438,44.5986,203.9512,109.3358,9.1972,28.4621,11.4616,,7.3551,80.3521,64.2133,69.7759,96.6296,12.7,99.2652,23.7181,,43.3609,80.2342,155.9315,149.7035,51.111,50.0213,31.01,17.221,92.7496,33.3431,89.7046,121.856,68.4641,33.4024,140.8964,46.43
2018-06-07,65.6577,189.9573,96.8795,146.6221,67.2208,84.1537,94.253,70.7417,44.7859,203.8602,107.9099,9.2559,28.3062,11.4658,,7.3634,80.167,64.9443,69.6515,96.9031,12.93,99.7181,23.5742,,43.3748,80.1005,156.222,150.1231,51.1595,47.3731,30.92,17.0636,93.2645,33.2585,90.0378,121.1631,67.9253,32.869,140.81,46.15
2018-06-08,65.3565,191.0595,98.0652,145.9845,67.6858,83.7284,95.0679,69.9333,44.7145,202.1294,108.0479,9.1934,26.9901,11.3636,,7.3435,80.2225,63.5011,69.7581,97.8147,13.16,99.0841,23.7373,,43.0897,80.7309,156.6094,150.0811,50.0593,48.5011,31.02,17.0006,94.0322,33.0613,90.2758,120.9651,68.0215,33.3614,137.7846,46.03
2018-06-11,66.0258,190.149,98.1041,147.9464,69.1912,82.8183,95.1843,69.7209,44.5807,199.7611,106.438,9.3117,26.1588,11.6277,,7.3617,79.8709,64.0446,69.9713,97.7691,13.2,99.7181,24.1117,126.079,42.7141,80.2151,156.5126,152.0531,50.1079,48.0597,31.24,17.1491,95.2867,33.3759,91.7671,122.549,68.5218,33.2711,137.6463,46.29
2018-06-12,65.2729,188.376,97.5987,148.0936,68.9232,82.0358,95.3007,69.6556,44.7145,198.5769,107.1739,9.3531,25.5094,11.747,,7.5149,79.9819,64.2695,69.8647,98.2249,13.15,100.8049,23.6222,128.4231,43.3331,79.3172,157.1906,152.7244,50.0108,47.7655,31.44,17.4279,95.4739,33.8127,91.9258,123.5389,69.0606,33.2383,137.9229,47.03
2018-06-13,65.2896,186.7946,97.3849,147.2924,68.2769,84.0941,96.2514,69.1493,44.661,198.8502,106.622,9.2906,25.6306,11.6064,,7.4288,80.4447,64.4569,68.4255,99.3644,13.05,100.5332,23.9677,128.1336,42.9297,79.6038,156.7063,152.7244,50.2049,47.4712,31.86,17.4774,96.2603,33.1975,94.1311,128.3893,71.2157,33.3696,138.1131,47.2
2018-06-14,64.9215,190.4845,101.6418,149.6468,69.4118,85.7357,96.3872,70.4477,45.0,200.8542,107.082,9.2925,26.2887,11.8024,,7.6781,81.8885,66.4812,69.0474,100.3672,13.4,101.3483,24.4668,,43.9451,80.3679,161.3552,155.7454,51.0625,49.5309,32.21,18.0441,97.6459,33.7047,95.7494,131.656,72.2933,34.059,141.1903,47.62
2018-06-15,64.3358,191.5387,100.5922,147.4396,68.9626,85.1233,97.6871,70.0149,44.9643,205.1354,106.208,9.1337,26.332,11.7641,,7.8578,81.2221,65.694,68.3189,100.823,13.14,100.2615,24.1021,,43.34,80.6163,158.7402,152.7664,50.4476,49.0405,31.88,18.143,97.1591,34.0099,94.8927,123.0439,73.0245,34.059,139.1849,47.47
2018-06-18,63.2315,186.2195,99.0954,145.6902,67.9774,83.7454,95.844,69.2065,44.6075,204.3156,104.9661,9.1231,26.1761,11.5936,,7.6971,79.8523,64.2883,67.5904,98.5896,13.11,99.9898,23.8429,127.2371,42.9297,79.0498,158.1591,151.3818,49.5901,48.7463,31.57,17.9181,95.9608,34.0569,93.9249,122.549,72.7936,33.7143,134.8975,46.68
2018-06-19,62.077,181.5233,97.5598,144.3495,66.9607,82.1889,96.329,68.643,44.4647,200.5809,104.6901,9.1991,25.6739,11.5042,,7.6557,80.0189,63.8759,66.6309,98.4073,13.0,99.9898,23.3342,126.079,42.3525,78.5722,154.4787,151.4657,48.4252,48.0107,31.41,17.7922,95.2492,34.0099,92.2748,121.2621,71.3312,33.2711,131.6474,46.04
2018-06-20,62.6961,180.8045,97.0641,143.81,67.0632,82.4185,96.5036,68.3327,44.4647,197.7571,106.07,9.227,25.8211,11.4786,,7.6193,80.2966,64.5881,66.6842,98.3617,13.09,99.5369,23.3342,,42.0396,79.0307,157.7717,151.4657,48.4414,47.4222,31.45,17.7023,96.1667,34.334,92.4494,122.9449,71.3889,33.5994,133.4972,46.42
2018-06-21,60.8221,182.2421,96.0436,141.8154,65.7312,81.9848,91.0906,66.3239,44.4374,191.9273,106.07,9.024,25.3882,11.4062,,7.5331,80.2966,65.113,65.1206,98.1338,13.12,97.0915,22.7391,123.2399,40.2245,79.1262,154.5756,148.1091,47.2441,47.4222,31.27,17.4144,94.9497,34.4795,91.0532,121.2621,71.1388,33.5337,129.3481,46.41
2018-06-22,61.8427,183.0088,97.657,143.6465,65.8494,84.0686,90.6249,65.5808,44.5468,190.8342,105.1961,9.1356,25.3102,11.5382,,7.5323,81.2406,65.4691,65.0495,98.4528,13.35,98.4501,22.1824,,40.0993,79.5465,157.6748,150.8783,47.1632,48.0597,31.55,17.3694,94.4628,34.6956,92.259,120.7672,72.505,33.8128,129.1234,47.29
2018-06-25,60.136,179.2231,94.2748,140.442,63.9658,81.8827,90.3921,64.3886,43.5251,184.6401,104.0461,8.9095,24.6868,11.3465,,7.4611,79.5192,64.0821,63.7347,96.6752,13.3,96.8198,21.0113,,38.9935,78.171,152.9291,147.9833,45.8203,45.9019,30.7,17.1985,92.3096,33.39,89.7363,121.5591,71.716,33.4024,125.977,46.78
2018-06-26,60.7886,179.6065,93.7402,140.6382,63.4141,81.6531,92.3905,64.0619,43.1328,185.0045,105.1041,8.8604,24.2885,11.2485,,7.5878,79.7598,63.8572,63.9657,96.5841,12.99,97.0915,21.1649,,38.6875,78.2665,152.348,149.242,45.2217,45.2153,30.67,17.4414,92.3002,32.9674,88.943,123.1429,72.0816,33.107,124.9224,47.16
2018-06-27,62.2108,181.2358,96.238,141.5865,64.4465,81.534,92.9725,64.1926,43.516,184.1846,105.61,8.7103,24.3751,11.355,,7.6143,80.3521,64.7756,64.9607,98.4984,12.74,96.4575,21.3185,,38.6875,79.2408,155.4472,149.8713,45.9336,46.0981,30.78,17.3694,93.5734,33.2867,90.5931,125.5186,71.9277,33.2301,126.6685,47.8
2018-06-28,61.6587,176.3479,95.4799,141.1777,63.7766,80.1816,92.9725,63.3352,43.1146,179.5846,103.9081,8.7199,24.1586,11.2954,,7.5298,79.3896,63.726,63.9657,97.4501,12.68,96.0953,20.4162,,38.4093,79.0116,154.3818,149.242,44.5421,47.8145,30.66,17.4279,91.0738,33.5309,89.1017,123.1429,71.6776,33.0085,123.7295,47.21
2018-06-29,63.9343,179.1752,97.2294,144.7092,64.5569,80.2496,94.3306,63.3923,43.5342,178.1271,105.0121,8.8739,24.2192,11.3082,,7.5803,79.9449,64.4757,64.0367,99.8202,13.07,96.7292,20.9538,,38.3398,79.8712,159.4181,151.9273,44.1376,49.1386,31.2,17.5628,92.6372,33.2069,89.8157,126.8055,72.2548,33.4517,122.9343,47.87
2018-07-02,62.9471,175.9166,94.926,142.5511,64.0525,80.7345,94.2918,63.474,43.4886,176.6242,104.8741,8.794,24.0027,11.3209,,7.6623,79.3156,63.07,63.4148,98.2249,12.81,96.0047,20.4546,126.8168,38.6528,80.5207,154.963,150.1651,44.0567,48.1087,30.84,17.7967,92.0287,33.2773,89.308,126.2116,72.5242,33.7225,121.9662,47.72
2018-07-03,62.5288,177.3063,95.0231,147.1453,64.2968,80.4963,94.5441,63.4495,44.5651,178.0361,106.484,8.896,24.0027,11.5382,,7.8495,79.5192,63.4073,63.7347,98.8175,12.54,96.7292,20.4834,128.722,38.9935,81.1894,155.0598,153.0181,44.0729,48.2068,31.08,18.4848,92.7402,33.3196,90.3868,130.5671,73.6018,33.7389,122.7441,48.09
2018-07-04,61.4913,174.5748,95.305,146.3605,63.8239,80.2241,94.3889,63.5066,43.89,177.1707,107.082,8.9759,23.8382,11.7087,,8.0325,76.2429,63.8197,63.788,99.2277,12.74,97.7255,20.0995,,39.2091,80.5589,153.7039,154.1929,44.17,47.177,31.2,18.8176,91.57,33.5403,90.6248,130.5671,73.063,33.8784,123.3492,47.48
